addr_street,bathrooms,bedrooms,lat,lng,parking_space,price,property_id,property_type,year,Shopping_center_id,Distance_to_sc,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket,Train_station_id,Distance_to_train_station,suburb,travel_min_to_CBD,Transfer_flag
23 Sauvage Street,3.0,5.0,-37.775966,144.941182,2.0,18700000.0,19937.0,house,2013.0,SC_011,2316,hospital_102,566,S_086,1710,19970,1138,PARKVILLE,18,0
7 SYLVAN WAY,1.0,3.0,-37.67290115,144.9693909,2.0,2541000.0,24824.0,house,2009.0,SC_072,4833,hospital_053,4781,S_161,2094,19960,2135,CAMPBELLFIELD,39,0
8 Barbara Street,3.0,4.0,-37.93722916,145.0571289,2.0,10500000.0,88286.0,house,2009.0,SC_046,1668,hospital_110,1844,S_069,1934,19937,1818,MOORABBIN,38,0
28 Symon Crescent,2.0,4.0,-37.68568802,145.1259613,2.0,10080000.0,44792.0,house,2009.0,SC_051,3262,hospital_075,2795,S_051,878,19985,2562,GREENSBOROUGH,37,0
19 Moncoe Street,2.0,3.0,-37.86040497,145.2975311,2.0,3465000.0,73111.0,house,2009.0,SC_049,3900,hospital_049,1325,S_146,1028,19869,1155,BORONIA,3,0
21 Mountain Ash Avenue,1.0,3.0,-37.862007,145.105048,2.0,15080000.0,69751.0,house,2016.0,SC_042,2080,hospital_089,1084,S_112,1108,19840,1431,ASHWOOD,27,0
8 Rooney Street,2.0,3.0,-37.784356,144.871064,2.0,6721000.0,2528.0,house,2014.0,SC_043,1333,hospital_056,1651,S_149,1333,20022,1805,MAIDSTONE,21,0
27 Bevan Street,2.0,4.0,-37.814693,145.074916,2.0,26760000.0,49308.0,house,2014.0,SC_099,1832,hospital_064,2433,S_113,2148,19893,1223,BALWYN,28,0
470 Victoria Street,1.0,3.0,-37.81147,145.007152,2.0,7392000.0,53370.0,house,2013.0,SC_083,2693,hospital_134,273,S_076,1039,19977,1294,RICHMOND,7,0
42 Edinborough St,1.0,3.0,-38.001351,145.266956,1.0,9884000.0,76845.0,house,2009.0,SC_077,1690,hospital_119,4581,S_212,393,19885,1841,HALLAM,58,0
39 Salisbury Avenue,2.0,4.0,-37.822601,145.140882,2.0,4950000.0,58074.0,house,2016.0,SC_037,1670,hospital_060,1765,S_018,1133,19897,203,BLACKBURN,37,0
35 Andrews Avenue,1.0,3.0,-37.73007584,145.0326386,1.0,4214000.0,34750.0,house,2008.0,SC_047,965,hospital_025,1728,S_225,670,20011,2636,RESERVOIR,29,0
173 Jukes Road,1.0,3.0,-37.701469,144.96129,2.0,5280000.0,24080.0,house,2014.0,SC_030,3581,hospital_139,3700,S_161,1355,19961,230,FAWKNER,35,0
30 Fenwick Street,1.0,3.0,-37.762362,145.004561,1.0,13200000.0,31098.0,house,2011.0,SC_103,2545,hospital_035,295,S_105,1259,20015,688,THORNBURY,21,0
22 Freshfield Avenue,2.0,4.0,-37.85487,145.220048,2.0,7678000.0,71302.0,house,2014.0,SC_032,4751,hospital_008,845,S_226,1333,19871,3657,WANTIRNA,0,1
39 Murrumbeena Crescent,1.0,3.0,-37.899034,145.074352,1.0,3410000.0,75112.0,house,2010.0,SC_087,1341,hospital_159,2655,S_167,1341,19918,544,MURRUMBEENA,31,0
17 Goldsmith Avenue,2.0,3.0,-37.716258,144.778699,2.0,4050000.0,12442.0,house,2013.0,SC_107,2809,hospital_057,5846,S_094,1568,20000,1730,DELAHEY,39,0
13 Austin Street,2.0,4.0,-37.810572,145.075369,1.0,22950000.0,48992.0,house,2010.0,SC_099,2161,hospital_064,2389,S_137,2159,19893,1632,BALWYN,28,0
22 Georgian Gardens,2.0,3.0,-37.85840225,145.2289124,2.0,6240000.0,71304.0,house,2008.0,SC_032,5081,hospital_179,1004,S_226,1201,19871,3619,WANTIRNA,0,1
4 Reserve Avenue,1.0,3.0,-37.676625,144.959206,2.0,4290000.0,24750.0,house,2014.0,SC_072,4349,hospital_104,4473,S_161,1438,19960,1607,CAMPBELLFIELD,39,0
39 Tarata Drive,1.0,3.0,-37.999617,145.239864,2.0,5295000.0,82155.0,house,2015.0,SC_077,965,hospital_119,2441,S_212,2333,19888,2853,DOVETON,53,0
24 Oberon Boulevard,1.0,3.0,-37.679929,144.9679,2.0,3760000.0,24695.0,house,2016.0,SC_072,5172,hospital_139,4960,S_161,1364,19960,2419,CAMPBELLFIELD,39,0
4 Karwitha Street,2.0,4.0,-37.839336,145.194433,3.0,11880000.0,60729.0,house,2014.0,SC_088,2582,hospital_008,3060,S_202,2347,19900,2383,VERMONT,40,0
88 Bramble Crescent,2.0,4.0,-37.683404,145.048905,2.0,5760000.0,41233.0,house,2013.0,SC_062,4782,hospital_041,1528,S_155,1781,20007,3069,BUNDOORA,38,0
8 Mutton Road,1.0,3.0,-37.71471,144.968111,2.0,4800000.0,24596.0,house,2015.0,SC_030,2527,hospital_139,2656,S_030,2144,19962,666,FAWKNER,33,0
22 Fairchild Street,1.0,2.0,-37.809672,145.00193,1.0,7205000.0,28920.0,house,2012.0,SC_068,2687,hospital_134,237,S_076,558,19977,833,ABBOTSFORD,7,0
1/78 Latrobe Street,1.0,2.0,-37.974718,145.062144,1.0,10320000.0,91931.0,house,2015.0,SC_003,2395,hospital_133,836,S_011,762,19865,838,MENTONE,38,0
9 Lake View Boulevard,2.0,4.0,-37.992459,145.150872,2.0,12885000.0,80572.0,house,2015.0,SC_057,1970,hospital_096,1771,S_079,1894,19890,3621,KEYSBOROUGH,48,0
1A & 1B Studley Street,1.0,2.0,-37.801433,144.993377,1.0,10320000.0,28884.0,house,2014.0,SC_008,2372,hospital_170,1303,S_175,863,19975,270,ABBOTSFORD,10,0
3 Berea Court,2.0,3.0,-37.800294,145.235291,1.0,8580000.0,61707.0,house,2014.0,SC_032,1499,hospital_105,1387,S_190,1303,19902,1822,RINGWOOD,44,0
13a Towers Street,1.0,3.0,-37.975132,145.051287,2.0,10200000.0,91248.0,house,2012.0,SC_079,3029,hospital_055,543,S_011,1211,19866,986,BEAUMARIS,36,0
10 Maxine Court,2.0,4.0,-37.976514,145.080229,2.0,8760000.0,91939.0,house,2010.0,SC_003,979,hospital_133,1306,S_003,883,19865,1449,MENTONE,38,0
22 Ashcombe Drive,1.0,3.0,-37.786971,145.25782,2.0,27610000.0,61563.0,house,2015.0,SC_022,2599,hospital_164,2322,S_157,1164,19878,2214,RINGWOOD,50,0
9 / 23 Dixon Court,1.0,3.0,-37.861809,145.264874,2.0,4344000.0,74052.0,house,2012.0,SC_049,5261,hospital_002,763,S_024,1732,19869,1721,BORONIA,3,0
57 Glass Street,2.0,3.0,-37.746961,144.91686,2.0,16240000.0,14621.0,house,2012.0,SC_082,1753,hospital_184,1159,S_197,625,20036,360,ESSENDON,0,1
88 Orient Avenue,2.0,3.0,-37.827072,145.206103,2.0,6050000.0,60315.0,house,2013.0,SC_088,2486,hospital_010,2129,S_040,2607,19901,1083,MITCHAM,42,0
137 Harold Street,2.0,4.0,-37.855775,145.224972,2.0,12250000.0,71121.0,house,2015.0,SC_032,4800,hospital_008,720,S_226,1296,19871,3507,WANTIRNA,0,1
8 Walton Avenue,1.0,3.0,-37.746641,145.010722,2.0,18190000.0,33216.0,house,2016.0,SC_103,1101,hospital_035,1828,S_105,795,20013,937,PRESTON,25,0
47 Ford Street,1.0,3.0,-37.763916,145.039064,2.0,14560000.0,38915.0,house,2015.0,SC_001,505,hospital_039,731,S_219,536,19933,787,IVANHOE,22,0
47 Ivanhoe Parade,1.0,4.0,-37.764864,145.044792,1.0,18150000.0,38916.0,house,2010.0,SC_001,430,hospital_039,1244,S_219,463,19933,452,IVANHOE,22,0
211 Purinuan Road,1.0,3.0,-37.707253,145.010568,1.0,3950000.0,34309.0,house,2012.0,SC_103,3678,hospital_139,1591,S_225,2533,20009,117,RESERVOIR,33,0
7 Darkan Court,2.0,4.0,-37.69961166,145.1717835,2.0,6955000.0,47460.0,house,2009.0,SC_051,3077,hospital_075,5837,S_194,2099,19987,2619,ELTHAM,44,0
92 Story Street,2.0,4.0,-37.79647827,144.9541931,1.0,17440000.0,20001.0,house,2008.0,SC_007,1959,hospital_197,326,S_044,1701,19973,1562,PARKVILLE,8,0
23 Uvadale Grove,1.0,3.0,-37.806351,145.045013,2.0,14400000.0,48144.0,house,2014.0,SC_083,1776,hospital_064,389,S_039,1241,19903,1787,KEW,22,0
1023 Heidelberg Road,1.0,2.0,-37.775562,145.038507,2.0,18000000.0,38532.0,house,2012.0,SC_001,898,hospital_039,1518,S_219,861,19932,66,IVANHOE,21,0
9 Deauville Street,3.0,4.0,-37.987156,145.047083,2.0,10980000.0,91866.0,house,2012.0,SC_003,4092,hospital_055,910,S_011,1483,19865,1692,BEAUMARIS,38,0
3 Danny Street,1.0,3.0,-37.751221,144.979661,2.0,9480000.0,22531.0,house,2013.0,SC_103,2351,hospital_144,906,S_173,1527,19966,1611,COBURG,26,0
37 Armstrong Road,2.0,4.0,-37.83095,145.256018,1.0,8848000.0,62888.0,house,2011.0,SC_032,3134,hospital_105,2481,S_139,1644,19871,1049,HEATHMONT,0,1
5 McFARLANE CRES,1.0,3.0,-37.981643,145.213569,1.0,10931000.0,81344.0,house,2010.0,SC_112,620,hospital_119,612,S_183,135,19888,986,DANDENONG,53,0
31 Niel Street,2.0,3.0,-37.791865,145.28756,1.0,5533000.0,64249.0,house,2014.0,SC_022,895,hospital_164,3322,S_181,738,19878,730,CROYDON,50,0
4 Lunar Crescent,2.0,4.0,-37.841658,145.196293,1.0,7260000.0,60733.0,house,2010.0,SC_088,2888,hospital_008,2819,S_202,2649,19900,2659,VERMONT,40,0
21 York Street,2.0,4.0,-37.816468,145.039444,2.0,14670000.0,54264.0,house,2009.0,SC_083,559,hospital_086,815,S_208,523,19904,616,HAWTHORN,20,0
45 Sanders Avenue,1.0,3.0,-37.79316711,144.8237763,2.0,4760000.0,6750.0,house,2009.0,SC_102,1482,hospital_174,1886,S_080,1523,20021,952,SUNSHINE WEST,25,0
13 Catalina Avenue,1.0,2.0,-37.867262,145.090936,1.0,5360000.0,69519.0,house,2012.0,SC_042,1123,hospital_098,642,S_112,264,19839,795,ASHBURTON,25,0
12 Darryl Street,2.0,4.0,-37.773905,145.101284,2.0,13920000.0,49861.0,house,2013.0,SC_009,1234,hospital_194,1227,S_046,1119,19935,4034,BULLEEN,26,0
22 Elm Street,1.0,3.0,-37.767968,144.997694,1.0,12665000.0,29717.0,house,2012.0,SC_103,3181,hospital_035,1055,S_105,1952,20016,299,NORTHCOTE,20,0
219 Highfield Road,1.0,3.0,-37.845561,145.082645,2.0,10100000.0,55302.0,house,2011.0,SC_099,3202,hospital_089,1663,S_160,1558,19850,647,CAMBERWELL,31,0
5 Parkhaven Street,2.0,3.0,-37.577445,144.911429,2.0,2800000.0,27139.0,house,2013.0,SC_005,857,hospital_104,8192,S_178,2712,40221,3908,CRAIGIEBURN,0,1
13 Beatrice Street,1.0,3.0,-37.800576,145.318157,3.0,6500000.0,65114.0,house,2015.0,SC_022,3089,hospital_113,5370,S_224,708,19877,1833,KILSYTH,54,0
32 Mountfield Road,1.0,3.0,-37.80686569,145.1882935,2.0,9469000.0,59853.0,house,2008.0,SC_088,1584,hospital_070,587,S_202,2174,19900,1282,MITCHAM,40,0
37 Timber Ridge,1.0,4.0,-37.777213,145.109253,0.0,16592000.0,51335.0,house,2015.0,SC_091,1837,hospital_194,679,S_046,582,19896,4710,DONCASTER,33,0
21A Elm Grove,1.0,2.0,-37.995091,145.080166,3.0,7280000.0,92986.0,house,2011.0,SC_003,2779,hospital_001,813,S_003,1253,19864,404,PARKDALE,40,0
9 Koolkuna Avenue,1.0,3.0,-37.789736,145.118097,1.0,13800000.0,51720.0,house,2014.0,SC_091,754,hospital_194,1843,S_188,602,20042,3295,DONCASTER,31,0
11 Melinga Crescent,3.0,5.0,-37.877375,145.105886,2.0,17920000.0,70483.0,house,2015.0,SC_042,1263,hospital_098,2369,S_112,1617,19840,688,CHADSTONE,27,0
11 Newlands Court,2.0,3.0,-37.853462,145.239739,1.0,7800000.0,71056.0,house,2016.0,SC_032,4632,hospital_179,1162,S_226,2260,19870,2817,WANTIRNA,0,1
146 North Road,1.0,3.0,-37.722143,145.012611,2.0,10556000.0,33856.0,house,2016.0,SC_103,2156,hospital_139,1378,S_225,1452,20010,766,RESERVOIR,32,0
205 Park Drive,1.0,4.0,-37.792947,144.956647,1.0,10710000.0,19930.0,house,2013.0,SC_007,2264,hospital_197,590,S_138,1919,19970,1363,PARKVILLE,18,0
68A Derby Street,2.0,4.0,-37.770934,145.005869,2.0,19180000.0,30323.0,house,2014.0,SC_001,3178,hospital_035,909,S_105,2219,20016,939,NORTHCOTE,20,0
7 Cloverlea Drive,2.0,3.0,-37.85464478,145.2396393,1.0,4700000.0,71752.0,house,2009.0,SC_032,4759,hospital_179,1211,S_226,2169,19870,2888,WANTIRNA,0,1
16  Prince Street,1.0,4.0,-37.945906,145.155442,2.0,9888000.0,78664.0,house,2014.0,SC_073,5162,hospital_124,3464,S_075,907,19913,437,SPRINGVALE,43,0
1 Arthur Street,2.0,3.0,-37.84588623,145.0374603,2.0,8010000.0,68699.0,house,2008.0,SC_038,2634,hospital_168,1537,S_235,1760,19911,539,MALVERN,14,0
9 Goulburn Street,1.0,3.0,-37.96341,145.058796,0.0,6760000.0,91060.0,house,2010.0,SC_079,2223,hospital_082,371,S_023,511,19866,518,CHELTENHAM,36,0
11 Allnutt Court,1.0,3.0,-37.968371,145.075573,2.0,8540000.0,89863.0,house,2011.0,SC_003,1223,hospital_109,646,S_003,1753,19865,1757,CHELTENHAM,38,0
3 Sunburst Court,1.0,3.0,-37.76506805,145.3271942,1.0,6588000.0,66199.0,house,2009.0,SC_084,1398,hospital_113,2452,S_168,1010,19876,2095,MOOROOLBARK,59,0
9 Delamare Drive,1.0,3.0,-37.742745,144.765014,2.0,3000000.0,7679.0,house,2015.0,SC_048,2338,hospital_057,4782,S_070,1166,20001,2939,ALBANVALE,36,0
159 Broadhurst Avenue,1.0,3.0,-37.707447,144.989564,1.0,9639000.0,33915.0,house,2015.0,SC_103,3739,hospital_139,1352,S_030,2521,20009,1757,RESERVOIR,33,0
45 Christmas Street,1.0,2.0,-37.76606,145.009701,0.0,10320000.0,30109.0,house,2012.0,SC_001,2831,hospital_035,386,S_105,1752,20015,1133,NORTHCOTE,21,0
2/18 Mount Pleasant Road,1.0,2.0,-37.82229233,145.1784668,1.0,5785000.0,58690.0,house,2008.0,SC_088,344,hospital_010,1904,S_202,267,19899,366,NUNAWADING,37,0
45 MacPherson Street,2.0,2.0,-37.79443359,144.8903046,1.0,7760000.0,1057.0,house,2010.0,SC_085,2338,hospital_003,266,S_201,976,20024,904,FOOTSCRAY,17,0
12 Nixon Street,1.0,3.0,-37.787863,144.843373,2.0,3700000.0,6107.0,house,2014.0,SC_102,1059,hospital_174,1480,S_080,1139,20021,926,SUNSHINE,25,0
1/27 Simmonds Street,1.0,2.0,-37.906994,145.078974,1.0,5580000.0,75571.0,house,2014.0,SC_087,2080,hospital_159,1992,S_010,1732,19917,1102,HUGHESDALE,33,0
13 Jackman Street,1.0,3.0,-37.744903,145.012876,1.0,5920000.0,31828.0,house,2016.0,SC_103,1129,hospital_035,2052,S_105,1064,20013,1122,PRESTON,25,0
22 Kurrajong Road,2.0,4.0,-37.711268,144.772424,2.0,3630000.0,12698.0,house,2012.0,SC_107,3559,hospital_057,6613,S_094,1052,20000,1139,DELAHEY,39,0
1 Yarana Road,2.0,4.0,-37.777505,145.031029,3.0,15600000.0,37898.0,house,2010.0,SC_001,1426,hospital_029,1471,S_219,1395,19931,100,ALPHINGTON,20,0
14 Hyssop Drive,2.0,3.0,-38.008285,145.283192,1.0,2880000.0,96511.0,house,2015.0,SC_077,3079,hospital_069,3100,S_212,1587,19885,1578,HALLAM,58,0
115 Queensville Street,1.0,3.0,-37.809202,144.883672,1.0,6210000.0,1692.0,house,2011.0,SC_043,2606,hospital_056,1802,S_201,1573,20023,835,KINGSVILLE,19,0
71 Manningham Street,1.0,3.0,-37.786156,144.941604,1.0,9360000.0,19987.0,house,2012.0,SC_011,2279,hospital_102,724,S_086,1212,19971,298,PARKVILLE,16,0
4 Arthur Street,1.0,2.0,-37.744197,144.999555,1.0,5954000.0,32715.0,house,2012.0,SC_103,555,hospital_035,2207,S_084,837,20013,160,PRESTON,25,0
27 Kelly Street,2.0,4.0,-37.780915,145.127608,2.0,7667000.0,51151.0,house,2013.0,SC_091,701,hospital_194,1378,S_188,748,20042,4298,DONCASTER,31,0
2/1398 North Road,2.0,3.0,-37.91324997,145.1144104,2.0,5120000.0,76657.0,house,2008.0,SC_087,3993,hospital_065,856,S_169,1460,19916,1086,CLAYTON,35,0
43 Beresford Drive,3.0,5.0,-37.844097,145.303367,2.0,6930000.0,73707.0,house,2010.0,SC_022,5318,hospital_049,2745,S_042,2363,19869,2469,BORONIA,3,0
5 Hunter Street,2.0,3.0,-37.766753,145.000687,2.0,13840000.0,30158.0,house,2011.0,SC_103,3026,hospital_035,761,S_105,1764,20015,435,NORTHCOTE,21,0
10 Tovell Street,3.0,4.0,-37.902319,144.994557,3.0,40290000.0,85948.0,house,2014.0,SC_015,3936,hospital_198,1029,S_151,1020,19952,762,BRIGHTON,20,0
49 Pascoe Avenue,1.0,3.0,-37.797691,145.302768,1.0,6960000.0,64545.0,house,2013.0,SC_022,1738,hospital_164,4298,S_224,830,19877,1671,CROYDON,54,0
36 Russell Street,1.0,3.0,-37.774189,145.0452271,0.0,10000000.0,38864.0,house,2009.0,SC_001,761,hospital_039,1751,S_219,729,19933,589,IVANHOE,22,0
32 Nelson Road,2.0,5.0,-37.746647,145.343136,0.0,5850000.0,67364.0,house,2011.0,SC_084,2871,hospital_151,1358,S_233,1400,19876,1066,LILYDALE,59,0
21 Thomson Street,1.0,2.0,-37.80846024,144.8911438,0.0,3504000.0,613.0,house,2007.0,SC_043,3083,hospital_056,1760,S_201,1049,19997,402,SEDDON,14,0
17 Summerhill Road,1.0,3.0,-37.72732162,145.0335388,1.0,4059000.0,34013.0,house,2009.0,SC_047,1281,hospital_025,1431,S_225,501,20010,2609,RESERVOIR,32,0
14 Panorama Street,1.0,3.0,-37.91840744,145.1300812,0.0,10543000.0,76571.0,house,2009.0,SC_073,5089,hospital_065,736,S_169,1309,19915,1091,CLAYTON,38,0
14 Glen Street,1.0,3.0,-37.830424,145.034981,1.0,13050000.0,54105.0,house,2012.0,SC_083,1109,hospital_127,605,S_208,1165,19904,1005,HAWTHORN,20,0
9 Tangari Court,1.0,3.0,-37.693148,145.102115,1.0,3480000.0,45592.0,house,2012.0,SC_062,4842,hospital_075,1374,S_210,1109,19985,1318,GREENSBOROUGH,37,0
13 Winifred Street,1.0,3.0,-37.895457,145.101846,2.0,13005000.0,75711.0,house,2013.0,SC_087,1944,hospital_166,557,S_026,1789,19917,1309,OAKLEIGH,33,0
32 Kinrade Street,1.0,3.0,-37.907383,145.076341,3.0,10800000.0,76085.0,house,2016.0,SC_087,2160,hospital_159,1840,S_010,1758,19917,1309,HUGHESDALE,33,0
10 Cheviot Road,2.0,3.0,-37.989843,145.179587,2.0,4170000.0,79505.0,house,2013.0,SC_057,635,hospital_096,862,S_079,721,19889,1665,KEYSBOROUGH,50,0
425 Liverpool Road,2.0,5.0,-37.84113,145.320046,2.0,4275000.0,65375.0,house,2016.0,SC_022,5698,hospital_049,4059,S_042,2574,19869,3801,KILSYTH,3,0
13 Poltava Walk,2.0,3.0,-37.722849,144.771433,2.0,3700000.0,12289.0,house,2013.0,SC_048,2864,hospital_057,5650,S_094,2325,20001,2090,DELAHEY,36,0
409 George Street,1.0,3.0,-37.79731369,144.9819031,2.0,6885000.0,28285.0,house,2008.0,SC_008,1934,hospital_178,1231,S_200,359,19975,1122,FITZROY,10,0
3 Kelly Court,2.0,5.0,-37.775214,145.256363,2.0,8160000.0,61728.0,house,2013.0,SC_022,3547,hospital_164,3623,S_157,2450,19878,3100,WARRANWOOD,50,0
217 Darebin Drive,1.0,3.0,-37.665492,145.033823,3.0,6000000.0,36279.0,house,2015.0,SC_062,4806,hospital_053,2175,S_229,1229,20006,1465,LALOR,39,0
26 Webb Street,1.0,2.0,-37.734899,144.955934,1.0,9860000.0,22420.0,house,2012.0,SC_030,581,hospital_084,2147,S_172,1111,19964,627,COBURG,30,0
28 Wisteria Avenue,2.0,4.0,-37.571785,144.923026,2.0,4510000.0,26265.0,house,2015.0,SC_005,384,hospital_104,8787,S_178,2655,40221,3792,CRAIGIEBURN,0,1
33 Golding Street,2.0,4.0,-37.828058,145.085952,1.0,22960000.0,57255.0,house,2012.0,SC_099,2489,hospital_117,3188,S_160,1524,19894,480,CANTERBURY,30,0
2/13 Salisbury  Road,3.0,4.0,-37.871865,145.101836,2.0,9420000.0,69701.0,house,2013.0,SC_042,1093,hospital_098,1725,S_112,931,19840,921,ASHWOOD,27,0
45 Rose Street,2.0,3.0,-37.850883,145.017648,0.0,18720000.0,68544.0,house,2015.0,SC_038,1414,hospital_132,850,S_115,1133,19946,328,ARMADALE,22,0
50 Abbotsford Street,1.0,4.0,-37.80174637,145.0001221,1.0,10080000.0,29061.0,house,2009.0,SC_068,2857,hospital_134,1079,S_076,961,19975,576,ABBOTSFORD,10,0
12 Conferta Crescent,1.0,3.0,-37.984064,145.239336,2.0,4550000.0,81710.0,house,2012.0,SC_112,2155,hospital_119,1791,S_195,1772,19888,2679,DOVETON,53,0
1 Kenneth Street,1.0,3.0,-37.741635,145.02016,2.0,10023000.0,31600.0,house,2014.0,SC_047,957,hospital_090,2422,S_084,1604,20012,1759,PRESTON,27,0
19 Wilhelma Avenue,1.0,3.0,-37.857611,145.264687,2.0,9915000.0,72123.0,house,2015.0,SC_049,5605,hospital_002,388,S_139,1641,19869,1759,BAYSWATER,3,0
2 Perron Close,2.0,4.0,-37.60045624,144.9285584,1.0,2385000.0,25836.0,house,2008.0,SC_110,1027,hospital_104,5638,S_178,864,40221,1310,CRAIGIEBURN,0,1
38 Cuthbert Street,1.0,3.0,-37.738754,144.88292,2.0,6336000.0,15722.0,house,2011.0,SC_082,2063,hospital_184,1989,S_198,1699,20036,3476,NIDDRIE,0,1
37 Campbell Street,2.0,3.0,-37.801317,145.052731,2.0,12600000.0,48355.0,house,2012.0,SC_099,2605,hospital_064,908,S_137,1395,19903,2423,KEW,22,0
15 Coldstream Avenue,2.0,4.0,-37.6268076,145.0327668,2.0,5424000.0,36874.0,house,2011.0,SC_062,5410,hospital_053,3108,S_196,2362,20005,2856,EPPING,42,0
15 Sherbrook Avenue,2.0,4.0,-37.815259,145.218257,2.0,13000000.0,61340.0,house,2016.0,SC_032,969,hospital_010,2190,S_040,993,19901,628,RINGWOOD,42,0
11 Naples Road,2.0,4.0,-37.987334,145.061605,2.0,4240000.0,91960.0,house,2016.0,SC_003,3009,hospital_133,801,S_011,646,19865,684,MENTONE,38,0
4 Tagell Road,1.0,3.0,-37.81988907,145.2437134,1.0,6511000.0,62930.0,house,2009.0,SC_032,1532,hospital_105,975,S_190,1490,19871,941,HEATHMONT,0,1
4 Valerie Court,1.0,3.0,-37.828391,145.232756,1.0,3150000.0,62933.0,house,2013.0,SC_032,1774,hospital_105,2124,S_040,1863,19871,1037,HEATHMONT,0,1
46 Moreland Road,1.0,2.0,-37.75677872,144.9757538,1.0,4797000.0,21272.0,house,2008.0,SC_103,2996,hospital_144,349,S_173,1791,19966,1252,BRUNSWICK,26,0
5 Valley Park Grove,2.0,4.0,-37.729111,145.139206,2.0,12040000.0,47284.0,house,2014.0,SC_009,5819,hospital_075,3967,S_194,2281,19987,1891,ELTHAM,44,0
28 Chittenup Bend,3.0,4.0,-37.707425,144.762115,2.0,7280000.0,12830.0,house,2014.0,SC_048,3372,hospital_057,7494,S_094,1367,20000,1272,SYDENHAM,39,0
34 MOORE AVENUE,2.0,4.0,-37.792328,145.295525,2.0,10920000.0,64308.0,house,2015.0,SC_022,1328,hospital_164,3909,S_181,1341,19878,1357,CROYDON,50,0
35 Francis Street,1.0,3.0,-37.82193,144.895298,1.0,3960000.0,3413.0,house,2014.0,SC_033,4300,hospital_056,3304,S_201,2370,19996,824,YARRAVILLE,15,0
33 Brunning Street,1.0,2.0,-37.87333,144.993105,0.0,7360000.0,84508.0,house,2015.0,SC_015,1205,hospital_009,961,S_133,37,19955,342,BALACLAVA,15,0
5 Ibis Grove,2.0,3.0,-37.755431,144.783851,3.0,7748000.0,8547.0,house,2016.0,SC_107,3755,hospital_057,2755,S_159,626,20002,1848,CAIRNLEA,33,0
30A Ivanhoe Parade,2.0,3.0,-37.765342,145.044218,2.0,5920000.0,38819.0,house,2015.0,SC_001,357,hospital_039,1202,S_219,391,19933,409,IVANHOE,22,0
30 Jarma Road,1.0,3.0,-37.829433,145.231502,2.0,8700000.0,62844.0,house,2013.0,SC_032,1871,hospital_179,2254,S_040,1960,19871,1154,HEATHMONT,0,1
15 Raglan Street,1.0,3.0,-37.782529,144.877104,1.0,3720000.0,1830.0,house,2012.0,SC_052,1327,hospital_056,1425,S_049,1489,20022,2239,MAIDSTONE,21,0
22 Dougherty Court,3.0,4.0,-37.929892,145.197264,2.0,10570000.0,77733.0,house,2012.0,SC_073,2811,hospital_161,1696,S_067,1028,19891,4232,MULGRAVE,45,0
2 Triton Drive,3.0,4.0,-37.98987579,145.1692505,2.0,4150000.0,79867.0,house,2009.0,SC_057,478,hospital_096,445,S_079,453,19889,2349,KEYSBOROUGH,50,0
73 Barrington Drive,2.0,3.0,-37.86626816,145.0989685,2.0,7500000.0,70297.0,house,2008.0,SC_042,1396,hospital_089,1071,S_112,458,19839,1163,ASHWOOD,25,0
1/30 Burnett Street,2.0,4.0,-37.812922,145.199286,2.0,7502000.0,59240.0,house,2012.0,SC_088,1874,hospital_010,532,S_202,2368,19900,856,MITCHAM,40,0
4 Wooddale Grove,1.0,3.0,-37.80712128,145.1931458,2.0,3504000.0,59954.0,house,2009.0,SC_088,1808,hospital_070,307,S_202,2389,19900,1216,MITCHAM,40,0
3 Tallawong Lane,3.0,4.0,-37.77187539,145.2476963,2.0,13545000.0,61743.0,house,2014.0,SC_022,4343,hospital_164,4054,S_157,2893,19878,3906,WARRANWOOD,50,0
89 Wattle Valley Road,1.0,3.0,-37.833797,145.081067,1.0,24220000.0,57433.0,house,2015.0,SC_099,2282,hospital_168,2666,S_160,895,19851,970,CANTERBURY,0,1
11 Banool Street,3.0,4.0,-37.969298,145.04249,2.0,13650000.0,89864.0,house,2014.0,SC_079,2248,hospital_055,1455,S_023,1602,19866,1099,CHELTENHAM,36,0
451 Doncaster Road,3.0,4.0,-37.787323,145.1099091,2.0,7930000.0,51441.0,house,2009.0,SC_091,1414,hospital_194,1625,S_188,1240,19896,3594,DONCASTER,33,0
524-526 Hull Road (H & L),2.0,4.0,-37.777582,145.343547,2.0,8000000.0,66503.0,house,2015.0,SC_084,3386,hospital_113,1998,S_081,2033,19876,2483,MOOROOLBARK,59,0
160 Langridge Street,1.0,2.0,-37.80685425,144.9904327,0.0,5434000.0,28530.0,house,2007.0,SC_068,1836,hospital_162,734,S_076,546,19976,390,COLLINGWOOD,9,0
4 Bataba Court,1.0,3.0,-37.938418,145.101482,2.0,5950000.0,77232.0,house,2012.0,SC_003,3801,hospital_076,2498,S_170,1861,19915,2266,CLARINDA,38,0
105 Springthorpe Boulevard,3.0,4.0,-37.716651,145.063353,2.0,9800000.0,42768.0,house,2011.0,SC_047,3794,hospital_037,1741,S_155,2133,19983,1160,MACLEOD,30,0
80 York Street,1.0,2.0,-37.81339,144.994223,1.0,11840000.0,53815.0,house,2010.0,SC_068,1956,hospital_172,391,S_076,438,19978,301,RICHMOND,6,0
